,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL
83500,0,SCO2,2000-08-05,Ayr United,Ross County,1,0,1,W
83501,0,SCO2,2000-08-05,Clyde,Falkirk,3,1,2,W
83502,0,SCO2,2000-08-05,Inverness CT,Airdrie United,2,0,2,W
83503,0,SCO2,2000-08-05,Greenock Morton,Livingston,0,2,-2,L
83504,0,SCO2,2000-08-05,Raith Rovers,Alloa Athletic,1,2,-1,L
83505,0,SCO2,2000-08-12,Airdrie United,Raith Rovers,1,1,0,D
83506,0,SCO2,2000-08-12,Alloa Athletic,Ayr United,1,1,0,D
83507,0,SCO2,2000-08-12,Falkirk,Greenock Morton,1,0,1,W
83508,0,SCO2,2000-08-12,Livingston,Inverness CT,3,1,2,W
83509,0,SCO2,2000-08-12,Ross County,Clyde,0,2,-2,L
83510,0,SCO2,2000-08-19,Ayr United,Airdrie United,3,1,2,W
83511,0,SCO2,2000-08-19,Clyde,Livingston,1,1,0,D
83512,0,SCO2,2000-08-19,Inverness CT,Falkirk,2,3,-1,L
83513,0,SCO2,2000-08-19,Greenock Morton,Alloa Athletic,2,0,2,W
83514,0,SCO2,2000-08-26,Alloa Athletic,Livingston,0,6,-6,L
83515,0,SCO2,2000-08-26,Ayr United,Falkirk,5,2,3,W
83516,0,SCO2,2000-08-26,Clyde,Greenock Morton,0,3,-3,L
83517,0,SCO2,2000-08-26,Raith Rovers,Inverness CT,4,1,3,W
83518,0,SCO2,2000-08-26,Ross County,Airdrie United,1,1,0,D
83519,0,SCO2,2000-09-02,Raith Rovers,Ross County,4,1,3,W
83520,0,SCO2,2000-09-09,Airdrie United,Alloa Athletic,2,2,0,D
83521,0,SCO2,2000-09-09,Falkirk,Raith Rovers,2,1,1,W
83522,0,SCO2,2000-09-09,Inverness CT,Clyde,1,2,-1,L
83523,0,SCO2,2000-09-09,Livingston,Ayr United,2,0,2,W
83524,0,SCO2,2000-09-09,Greenock Morton,Ross County,0,1,-1,L
83525,0,SCO2,2000-09-16,Clyde,Airdrie United,4,1,3,W
83526,0,SCO2,2000-09-16,Falkirk,Alloa Athletic,1,1,0,D
83527,0,SCO2,2000-09-16,Inverness CT,Ross County,0,1,-1,L
83528,0,SCO2,2000-09-16,Livingston,Raith Rovers,0,4,-4,L
83529,0,SCO2,2000-09-16,Greenock Morton,Ayr United,1,1,0,D
83530,0,SCO2,2000-09-23,Airdrie United,Livingston,1,2,-1,L
83531,0,SCO2,2000-09-23,Alloa Athletic,Inverness CT,1,4,-3,L
83532,0,SCO2,2000-09-23,Ayr United,Clyde,2,1,1,W
83533,0,SCO2,2000-09-23,Raith Rovers,Greenock Morton,0,1,-1,L
83534,0,SCO2,2000-09-23,Ross County,Falkirk,0,2,-2,L
83535,0,SCO2,2000-09-30,Ayr United,Inverness CT,3,3,0,D
83536,0,SCO2,2000-09-30,Clyde,Raith Rovers,0,0,0,D
83537,0,SCO2,2000-09-30,Falkirk,Livingston,3,2,1,W
83538,0,SCO2,2000-09-30,Greenock Morton,Airdrie United,1,5,-4,L
83539,0,SCO2,2000-09-30,Ross County,Alloa Athletic,1,0,1,W
83540,0,SCO2,2000-10-07,Airdrie United,Falkirk,1,2,-1,L
83541,0,SCO2,2000-10-07,Alloa Athletic,Clyde,3,1,2,W
83542,0,SCO2,2000-10-07,Inverness CT,Greenock Morton,4,0,4,W
83543,0,SCO2,2000-10-07,Livingston,Ross County,3,1,2,W
83544,0,SCO2,2000-10-07,Raith Rovers,Ayr United,1,3,-2,L
83545,0,SCO2,2000-10-14,Airdrie United,Inverness CT,1,2,-1,L
