,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL
40667,0,ENG4,2000-08-12,Barnet,Shrewsbury Town,3,0,3,W
40668,0,ENG4,2000-08-12,Blackpool,Hull City,3,1,2,W
40669,0,ENG4,2000-08-12,Carlisle,Halifax,2,2,0,D
40670,0,ENG4,2000-08-12,Cheltenham,Mansfield Town,2,2,0,D
40671,0,ENG4,2000-08-12,Chesterfield,York City,4,1,3,W
40672,0,ENG4,2000-08-12,Exeter City,Cardiff City,1,2,-1,L
40673,0,ENG4,2000-08-12,Kidderminster,Torquay,2,0,2,W
40674,0,ENG4,2000-08-12,Lincoln,Hartlepool,0,2,-2,L
40675,0,ENG4,2000-08-12,Macclesfield,Scunthorpe United,0,1,-1,L
40676,0,ENG4,2000-08-12,Plymouth Argyle,Leyton Orient,0,1,-1,L
40677,0,ENG4,2000-08-12,Rochdale,Darlington,1,1,0,D
40678,0,ENG4,2000-08-12,Southend,Brighton,2,0,2,W
40679,0,ENG4,2000-08-19,Barnet,Mansfield Town,3,3,0,D
40680,0,ENG4,2000-08-19,Brighton,Rochdale,2,1,1,W
40681,0,ENG4,2000-08-19,Cardiff City,Blackpool,1,1,0,D
40682,0,ENG4,2000-08-19,Darlington,Exeter City,1,1,0,D
40683,0,ENG4,2000-08-19,Halifax,Lincoln,1,1,0,D
40684,0,ENG4,2000-08-19,Hartlepool,Chesterfield,1,2,-1,L
40685,0,ENG4,2000-08-19,Hull City,Plymouth Argyle,1,1,0,D
40686,0,ENG4,2000-08-19,Leyton Orient,Carlisle,1,0,1,W
40687,0,ENG4,2000-08-19,Scunthorpe United,Kidderminster,2,0,2,W
40688,0,ENG4,2000-08-19,Shrewsbury Town,Macclesfield,2,2,0,D
40689,0,ENG4,2000-08-19,Torquay,Southend,1,1,0,D
40690,0,ENG4,2000-08-19,York City,Cheltenham,0,2,-2,L
40691,0,ENG4,2000-08-25,Carlisle,York City,1,1,0,D
40692,0,ENG4,2000-08-26,Barnet,Cardiff City,2,2,0,D
40693,0,ENG4,2000-08-26,Blackpool,Leyton Orient,2,2,0,D
40694,0,ENG4,2000-08-26,Cheltenham,Torquay,2,0,2,W
40695,0,ENG4,2000-08-26,Chesterfield,Shrewsbury Town,3,0,3,W
40696,0,ENG4,2000-08-26,Exeter City,Hartlepool,1,1,0,D
40697,0,ENG4,2000-08-26,Kidderminster,Halifax,2,1,1,W
40698,0,ENG4,2000-08-26,Lincoln,Brighton,2,0,2,W
40699,0,ENG4,2000-08-26,Macclesfield,Hull City,0,0,0,D
40700,0,ENG4,2000-08-26,Plymouth Argyle,Mansfield Town,2,0,2,W
40701,0,ENG4,2000-08-26,Rochdale,Scunthorpe United,3,2,1,W
40702,0,ENG4,2000-08-26,Southend,Darlington,0,2,-2,L
40703,0,ENG4,2000-08-28,Brighton,Kidderminster,0,2,-2,L
40704,0,ENG4,2000-08-28,Cardiff City,Southend,2,2,0,D
40705,0,ENG4,2000-08-28,Halifax,Rochdale,1,2,-1,L
40706,0,ENG4,2000-08-28,Hartlepool,Cheltenham,0,0,0,D
40707,0,ENG4,2000-08-28,Hull City,Lincoln,1,1,0,D
40708,0,ENG4,2000-08-28,Leyton Orient,Exeter City,2,1,1,W
40709,0,ENG4,2000-08-28,Mansfield Town,Macclesfield,4,4,0,D
40710,0,ENG4,2000-08-28,Scunthorpe United,Chesterfield,1,1,0,D
40711,0,ENG4,2000-08-28,Torquay,Blackpool,3,2,1,W
40712,0,ENG4,2000-08-28,York City,Barnet,1,0,1,W
40713,0,ENG4,2000-08-29,Darlington,Plymouth Argyle,1,0,1,W
40714,0,ENG4,2000-08-29,Shrewsbury Town,Carlisle,0,1,-1,L
40715,0,ENG4,2000-09-02,Brighton,Torquay,6,2,4,W
40716,0,ENG4,2000-09-02,Chesterfield,Barnet,1,2,-1,L
40717,0,ENG4,2000-09-02,Darlington,York City,1,1,0,D
40718,0,ENG4,2000-09-02,Exeter City,Mansfield Town,0,0,0,D
40719,0,ENG4,2000-09-02,Halifax,Leyton Orient,2,2,0,D
40720,0,ENG4,2000-09-02,Hartlepool,Shrewsbury Town,1,3,-2,L
40721,0,ENG4,2000-09-02,Hull City,Cheltenham,0,2,-2,L
40722,0,ENG4,2000-09-02,Kidderminster,Carlisle,0,1,-1,L
40723,0,ENG4,2000-09-02,Lincoln,Southend,3,0,3,W
40724,0,ENG4,2000-09-02,Plymouth Argyle,Macclesfield,0,1,-1,L
40725,0,ENG4,2000-09-02,Rochdale,Cardiff City,1,1,0,D
40726,0,ENG4,2000-09-02,Scunthorpe United,Blackpool,1,0,1,W
40727,0,ENG4,2000-09-09,Barnet,Kidderminster,0,0,0,D
40728,0,ENG4,2000-09-09,Blackpool,Hartlepool,1,2,-1,L
40729,0,ENG4,2000-09-09,Cardiff City,Brighton,1,1,0,D
40730,0,ENG4,2000-09-09,Carlisle,Rochdale,1,2,-1,L
40731,0,ENG4,2000-09-09,Cheltenham,Chesterfield,0,1,-1,L
40732,0,ENG4,2000-09-09,Leyton Orient,Hull City,2,2,0,D
40733,0,ENG4,2000-09-09,Macclesfield,Exeter City,0,2,-2,L
40734,0,ENG4,2000-09-09,Mansfield Town,Halifax,5,1,4,W
40735,0,ENG4,2000-09-09,Shrewsbury Town,Darlington,1,0,1,W
40736,0,ENG4,2000-09-09,Southend,Plymouth Argyle,2,2,0,D
40737,0,ENG4,2000-09-09,Torquay,Lincoln,1,1,0,D
40738,0,ENG4,2000-09-09,York City,Scunthorpe United,2,0,2,W
40739,0,ENG4,2000-09-12,Barnet,Exeter City,1,1,0,D
40740,0,ENG4,2000-09-12,Blackpool,Brighton,0,2,-2,L
