,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL
274256,8,USA1,2008-03-29,Columbus Crew,Toronto FC,2,0,2,W
274257,8,USA1,2008-03-29,Real Salt Lake,Chicago Fire,1,1,0,D
274258,8,USA1,2008-03-29,Kansas City Wizards,D.C. United,2,0,2,W
274259,8,USA1,2008-03-29,New England Revolution,Houston Dynamo,3,0,3,W
274260,8,USA1,2008-03-30,Colorado Rapids,Los Angeles Galaxy,4,0,4,W
274261,8,USA1,2008-03-30,FC Dallas,CD Chivas,1,1,0,D
274262,8,USA1,2008-04-04,Chicago Fire,New England Revolution,4,0,4,W
274263,8,USA1,2008-04-04,Los Angeles Galaxy,San Jose Earthquakes,2,0,2,W
274264,8,USA1,2008-04-05,Kansas City Wizards,Colorado Rapids,3,2,1,W
274265,8,USA1,2008-04-06,New York Red Bulls,Columbus Crew,2,0,2,W
274266,8,USA1,2008-04-06,D.C. United,Toronto FC,4,1,3,W
274267,8,USA1,2008-04-06,CD Chivas,Real Salt Lake,3,1,2,W
274268,8,USA1,2008-04-06,Houston Dynamo,FC Dallas,3,3,0,D
274269,8,USA1,2008-04-10,Kansas City Wizards,New England Revolution,1,3,-2,L
274270,8,USA1,2008-04-12,San Jose Earthquakes,Chicago Fire,0,1,-1,L
274271,8,USA1,2008-04-13,Columbus Crew,CD Chivas,4,3,1,W
274272,8,USA1,2008-04-13,New England Revolution,Colorado Rapids,0,1,-1,L
274273,8,USA1,2008-04-13,Kansas City Wizards,Houston Dynamo,0,0,0,D
274274,8,USA1,2008-04-13,FC Dallas,New York Red Bulls,2,0,2,W
274275,8,USA1,2008-04-13,Real Salt Lake,D.C. United,4,0,4,W
274276,8,USA1,2008-04-13,Los Angeles Galaxy,Toronto FC,2,3,-1,L
274277,8,USA1,2008-04-18,D.C. United,Columbus Crew,1,2,-1,L
274278,8,USA1,2008-04-19,Toronto FC,Real Salt Lake,1,0,1,W
274279,8,USA1,2008-04-20,New York Red Bulls,New England Revolution,1,1,0,D
274280,8,USA1,2008-04-20,Colorado Rapids,San Jose Earthquakes,0,2,-2,L
274281,8,USA1,2008-04-20,Los Angeles Galaxy,Houston Dynamo,2,2,0,D
274282,8,USA1,2008-04-20,Chicago Fire,Kansas City Wizards,0,1,-1,L
274283,8,USA1,2008-04-21,CD Chivas,FC Dallas,0,2,-2,L
274284,8,USA1,2008-04-25,FC Dallas,New England Revolution,0,1,-1,L
274285,8,USA1,2008-04-26,Toronto FC,Kansas City Wizards,2,0,2,W
274286,8,USA1,2008-04-27,Columbus Crew,Houston Dynamo,1,0,1,W
274287,8,USA1,2008-04-27,D.C. United,Real Salt Lake,4,1,3,W
274288,8,USA1,2008-04-27,Chicago Fire,Colorado Rapids,2,1,1,W
274289,8,USA1,2008-04-27,Los Angeles Galaxy,CD Chivas,5,2,3,W
274290,8,USA1,2008-04-27,New York Red Bulls,San Jose Earthquakes,2,0,2,W
274291,8,USA1,2008-05-02,Toronto FC,New York Red Bulls,1,1,0,D
274292,8,USA1,2008-05-04,New England Revolution,Chicago Fire,0,3,-3,L
274293,8,USA1,2008-05-04,Columbus Crew,Kansas City Wizards,2,1,1,W
274294,8,USA1,2008-05-04,Houston Dynamo,CD Chivas,0,0,0,D
274295,8,USA1,2008-05-04,Real Salt Lake,Los Angeles Galaxy,2,2,0,D
274296,8,USA1,2008-05-04,San Jose Earthquakes,FC Dallas,0,0,0,D
