,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL
122890,0,FRA2,2000-07-28,Wasquehal,Nancy,0,1,-1,L
122891,0,FRA2,2000-07-29,AC Ajaccio,Le Mans,1,0,1,W
122892,0,FRA2,2000-07-29,AS Beauvais,Montpellier,1,3,-2,L
122893,0,FRA2,2000-07-29,Caen,Cannes,2,2,0,D
122894,0,FRA2,2000-07-29,Chateauroux,Martigues,1,1,0,D
122895,0,FRA2,2000-07-29,US Creteil,Lorient,2,1,1,W
122896,0,FRA2,2000-07-29,Laval,Gueugnon,2,1,1,W
122897,0,FRA2,2000-07-29,Nice,Le Havre,0,0,0,D
122898,0,FRA2,2000-07-29,Nimes,Sochaux,3,3,0,D
122899,0,FRA2,2000-07-29,Chamois Niortais,Angers SCO,3,2,1,W
122900,0,FRA2,2000-08-04,Lorient,Nimes,1,1,0,D
122901,0,FRA2,2000-08-05,Angers SCO,AC Ajaccio,1,1,0,D
122902,0,FRA2,2000-08-05,Cannes,Chamois Niortais,6,4,2,W
122903,0,FRA2,2000-08-05,Gueugnon,Nice,1,2,-1,L
122904,0,FRA2,2000-08-05,Le Havre,AS Beauvais,1,0,1,W
122905,0,FRA2,2000-08-05,Le Mans,Martigues,2,2,0,D
122906,0,FRA2,2000-08-05,Montpellier,Caen,2,0,2,W
122907,0,FRA2,2000-08-05,Sochaux,Chateauroux,5,0,5,W
122908,0,FRA2,2000-08-05,Wasquehal,US Creteil,1,1,0,D
122909,0,FRA2,2000-08-06,Nancy,Laval,1,0,1,W
122910,0,FRA2,2000-08-12,AC Ajaccio,Cannes,3,3,0,D
122911,0,FRA2,2000-08-12,AS Beauvais,Gueugnon,0,0,0,D
122912,0,FRA2,2000-08-12,Caen,Sochaux,1,3,-2,L
122913,0,FRA2,2000-08-12,Chateauroux,Le Mans,0,0,0,D
122914,0,FRA2,2000-08-12,US Creteil,Nancy,1,0,1,W
122915,0,FRA2,2000-08-12,Laval,Wasquehal,1,0,1,W
122916,0,FRA2,2000-08-12,Nice,Lorient,1,1,0,D
122917,0,FRA2,2000-08-12,Nimes,Montpellier,0,2,-2,L
122918,0,FRA2,2000-08-12,Chamois Niortais,Le Havre,1,1,0,D
122919,0,FRA2,2000-08-13,Martigues,Angers SCO,1,1,0,D
122920,0,FRA2,2000-08-18,Nancy,AS Beauvais,3,1,2,W
122921,0,FRA2,2000-08-19,Angers SCO,Le Mans,1,3,-2,L
122922,0,FRA2,2000-08-19,Cannes,Martigues,0,0,0,D
122923,0,FRA2,2000-08-19,Gueugnon,US Creteil,2,0,2,W
122924,0,FRA2,2000-08-19,Laval,Caen,2,1,1,W
122925,0,FRA2,2000-08-19,Le Havre,Nimes,2,0,2,W
122926,0,FRA2,2000-08-19,Lorient,Chateauroux,2,1,1,W
122927,0,FRA2,2000-08-19,Montpellier,Chamois Niortais,1,0,1,W
122928,0,FRA2,2000-08-19,Sochaux,AC Ajaccio,2,0,2,W
122929,0,FRA2,2000-08-19,Wasquehal,Nice,2,1,1,W
122930,0,FRA2,2000-08-26,AC Ajaccio,Montpellier,0,2,-2,L
122931,0,FRA2,2000-08-26,AS Beauvais,Wasquehal,0,0,0,D
122932,0,FRA2,2000-08-26,Caen,Lorient,1,2,-1,L
122933,0,FRA2,2000-08-26,Chateauroux,Angers SCO,3,2,1,W
122934,0,FRA2,2000-08-26,US Creteil,Laval,4,0,4,W
122935,0,FRA2,2000-08-26,Le Mans,Cannes,2,0,2,W
122936,0,FRA2,2000-08-26,Martigues,Le Havre,2,3,-1,L
122937,0,FRA2,2000-08-26,Nice,Nancy,2,1,1,W
122938,0,FRA2,2000-08-26,Nimes,Gueugnon,1,1,0,D
122939,0,FRA2,2000-08-26,Chamois Niortais,Sochaux,1,0,1,W
122940,0,FRA2,2000-08-29,Cannes,Angers SCO,3,0,3,W
122941,0,FRA2,2000-08-29,US Creteil,Chateauroux,1,2,-1,L
122942,0,FRA2,2000-08-29,Gueugnon,Caen,1,1,0,D
122943,0,FRA2,2000-08-29,Laval,Nice,2,0,2,W
122944,0,FRA2,2000-08-29,Le Havre,AC Ajaccio,4,0,4,W
122945,0,FRA2,2000-08-29,Lorient,AS Beauvais,2,1,1,W
122946,0,FRA2,2000-08-29,Montpellier,Martigues,2,0,2,W
122947,0,FRA2,2000-08-29,Nancy,Nimes,3,1,2,W
122948,0,FRA2,2000-08-29,Sochaux,Le Mans,2,0,2,W
122949,0,FRA2,2000-08-29,Wasquehal,Chamois Niortais,0,0,0,D
122950,0,FRA2,2000-09-01,AC Ajaccio,Lorient,0,0,0,D
122951,0,FRA2,2000-09-01,Angers SCO,Le Havre,0,0,0,D
122952,0,FRA2,2000-09-01,AS Beauvais,Laval,0,0,0,D
122953,0,FRA2,2000-09-01,Caen,Nancy,0,3,-3,L
122954,0,FRA2,2000-09-01,Chateauroux,Cannes,2,0,2,W
122955,0,FRA2,2000-09-01,Le Mans,Montpellier,1,1,0,D
122956,0,FRA2,2000-09-01,Martigues,Sochaux,2,0,2,W
122957,0,FRA2,2000-09-01,Nice,US Creteil,2,0,2,W
122958,0,FRA2,2000-09-01,Nimes,Wasquehal,1,0,1,W
122959,0,FRA2,2000-09-01,Chamois Niortais,Gueugnon,2,0,2,W
122960,0,FRA2,2000-09-05,Nancy,Chamois Niortais,0,0,0,D
122961,0,FRA2,2000-09-06,US Creteil,AS Beauvais,1,1,0,D
122962,0,FRA2,2000-09-06,Gueugnon,Le Mans,0,0,0,D
122963,0,FRA2,2000-09-06,Laval,Nimes,3,1,2,W
122964,0,FRA2,2000-09-06,Le Havre,Chateauroux,0,0,0,D
122965,0,FRA2,2000-09-06,Lorient,Martigues,0,1,-1,L
122966,0,FRA2,2000-09-06,Montpellier,Angers SCO,1,1,0,D
122967,0,FRA2,2000-09-06,Nice,AC Ajaccio,1,0,1,W
