,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL
0,0,GER1,2000-08-11,Dortmund,Hansa Rostock,1,0,1,W
1,0,GER1,2000-08-12,Bayern Munich,Hertha Berlin,4,1,3,W
2,0,GER1,2000-08-12,Freiburg,VfB Stuttgart,4,0,4,W
3,0,GER1,2000-08-12,Hamburger SV,Munich 1860,2,2,0,D
4,0,GER1,2000-08-12,Kaiserslautern,Bochum,0,1,-1,L
5,0,GER1,2000-08-12,Leverkusen,Wolfsburg,2,0,2,W
6,0,GER1,2000-08-12,Werder Bremen,Energie Cottbus,3,1,2,W
7,0,GER1,2000-08-13,Eintracht Frankfurt,Unterhaching,3,0,3,W
8,0,GER1,2000-08-13,Schalke 04,FC Koln,2,1,1,W
9,0,GER1,2000-08-18,Energie Cottbus,Dortmund,1,4,-3,L
10,0,GER1,2000-08-19,Munich 1860,Werder Bremen,2,1,1,W
11,0,GER1,2000-08-19,Bochum,Bayern Munich,0,3,-3,L
12,0,GER1,2000-08-19,Hertha Berlin,Hamburger SV,4,0,4,W
13,0,GER1,2000-08-19,VfB Stuttgart,Leverkusen,4,1,3,W
14,0,GER1,2000-08-19,Unterhaching,Freiburg,1,1,0,D
15,0,GER1,2000-08-19,Wolfsburg,Kaiserslautern,4,0,4,W
16,0,GER1,2000-08-20,FC Koln,Eintracht Frankfurt,4,1,3,W
17,0,GER1,2000-08-20,Hansa Rostock,Schalke 04,0,4,-4,L
18,0,GER1,2000-09-05,Freiburg,FC Koln,0,0,0,D
19,0,GER1,2000-09-05,Kaiserslautern,VfB Stuttgart,1,0,1,W
20,0,GER1,2000-09-05,Leverkusen,Unterhaching,1,0,1,W
21,0,GER1,2000-09-05,Schalke 04,Energie Cottbus,3,0,3,W
22,0,GER1,2000-09-06,Bayern Munich,Wolfsburg,3,1,2,W
23,0,GER1,2000-09-06,Dortmund,Munich 1860,2,3,-1,L
24,0,GER1,2000-09-06,Eintracht Frankfurt,Hansa Rostock,4,0,4,W
25,0,GER1,2000-09-06,Hamburger SV,Werder Bremen,2,1,1,W
26,0,GER1,2000-09-06,Hertha Berlin,Bochum,4,0,4,W
