,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL
283857,9,RUS2,2009-03-28,Luch-Energia,MVD Rossii,0,0,0,D
283858,9,RUS2,2009-03-28,SKA-Energia Khabarovsk,FK Chita,1,0,1,W
283859,9,RUS2,2009-03-28,FK Nizhniy Novgorod,Anzhi Makhachkala,1,1,0,D
283860,9,RUS2,2009-03-28,Sibir Novosibirsk,FK Ural,1,0,1,W
283861,9,RUS2,2009-03-28,Vityaz Podolsk,Nosta Novotroitsk,2,1,1,W
283862,9,RUS2,2009-03-28,Metallurg Lipetsk,FK Kamaz,0,2,-2,L
283863,9,RUS2,2009-03-28,Alania Vladikavkaz,FC Volgar Astrakhan,3,1,2,W
283864,9,RUS2,2009-03-28,Salyut-Energiya Belgorod,Volga Nizhniy Novgorod,1,1,0,D
283865,9,RUS2,2009-03-28,Shinnik Yaroslavl,FK Krasnodar,1,1,0,D
283866,9,RUS2,2009-03-28,Baltika Kaliningrad,Chernomorets Novorossisk,1,0,1,W
283867,9,RUS2,2009-03-31,Luch-Energia,FK Chita,1,1,0,D
283868,9,RUS2,2009-03-31,SKA-Energia Khabarovsk,MVD Rossii,1,1,0,D
283869,9,RUS2,2009-03-31,FK Nizhniy Novgorod,FC Volgar Astrakhan,0,0,0,D
283870,9,RUS2,2009-03-31,Alania Vladikavkaz,Anzhi Makhachkala,0,1,-1,L
283871,9,RUS2,2009-03-31,Metallurg Lipetsk,Volga Nizhniy Novgorod,0,0,0,D
283872,9,RUS2,2009-03-31,Shinnik Yaroslavl,Chernomorets Novorossisk,0,1,-1,L
283873,9,RUS2,2009-03-31,Salyut-Energiya Belgorod,FK Kamaz,1,0,1,W
283874,9,RUS2,2009-03-31,Baltika Kaliningrad,FK Krasnodar,1,0,1,W
283875,9,RUS2,2009-04-08,FK Chita,Salyut-Energiya Belgorod,1,3,-2,L
283876,9,RUS2,2009-04-08,Anzhi Makhachkala,Shinnik Yaroslavl,1,0,1,W
283877,9,RUS2,2009-04-08,Sibir Novosibirsk,Luch-Energia,1,0,1,W
283878,9,RUS2,2009-04-08,Volga Nizhniy Novgorod,FK Nizhniy Novgorod,1,2,-1,L
283879,9,RUS2,2009-04-08,FK Ural,SKA-Energia Khabarovsk,2,1,1,W
283880,9,RUS2,2009-04-08,FC Volgar Astrakhan,Baltika Kaliningrad,1,1,0,D
