,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL
61506,0,ITA2,2000-09-01,Torino,Ancona 1905,0,2,-2,L
61507,0,ITA2,2000-09-03,Cagliari,Crotone,4,0,4,W
61508,0,ITA2,2000-09-03,Chievo Verona,Genoa,1,0,1,W
61509,0,ITA2,2000-09-03,Cittadella,Piacenza,0,2,-2,L
61510,0,ITA2,2000-09-03,Cosenza,Pescara,1,0,1,W
61511,0,ITA2,2000-09-03,Empoli,Pistoiese,0,2,-2,L
61512,0,ITA2,2000-09-03,Monza,Venezia,2,3,-1,L
61513,0,ITA2,2000-09-03,Ravenna,Salernitana,1,1,0,D
61514,0,ITA2,2000-09-03,Sampdoria,Ternana,2,1,1,W
61515,0,ITA2,2000-09-03,Siena,Treviso,2,0,2,W
61516,0,ITA2,2000-09-10,Ancona 1905,Monza,1,0,1,W
61517,0,ITA2,2000-09-10,Crotone,Ravenna,2,1,1,W
61518,0,ITA2,2000-09-10,Genoa,Siena,1,1,0,D
61519,0,ITA2,2000-09-10,Pescara,Empoli,1,3,-2,L
61520,0,ITA2,2000-09-10,Piacenza,Cosenza,2,0,2,W
61521,0,ITA2,2000-09-10,Pistoiese,Torino,1,1,0,D
61522,0,ITA2,2000-09-10,Ternana,Chievo Verona,1,0,1,W
61523,0,ITA2,2000-09-10,Treviso,Cagliari,2,3,-1,L
61524,0,ITA2,2000-09-10,Venezia,Cittadella,2,2,0,D
61525,0,ITA2,2000-09-11,Salernitana,Sampdoria,2,3,-1,L
61526,0,ITA2,2000-09-15,Chievo Verona,Treviso,2,1,1,W
61527,0,ITA2,2000-09-17,Cagliari,Pescara,2,1,1,W
61528,0,ITA2,2000-09-17,Cittadella,Ternana,3,1,2,W
61529,0,ITA2,2000-09-17,Cosenza,Crotone,3,0,3,W
61530,0,ITA2,2000-09-17,Empoli,Genoa,0,0,0,D
61531,0,ITA2,2000-09-17,Siena,Ancona 1905,4,1,3,W
61532,0,ITA2,2000-09-20,Monza,Salernitana,1,0,1,W
61533,0,ITA2,2000-09-20,Ravenna,Piacenza,0,2,-2,L
61534,0,ITA2,2000-09-20,Sampdoria,Pistoiese,2,2,0,D
61535,0,ITA2,2000-09-20,Torino,Venezia,0,1,-1,L
61536,0,ITA2,2000-09-24,Crotone,Chievo Verona,0,2,-2,L
61537,0,ITA2,2000-09-24,Pescara,Monza,1,2,-1,L
61538,0,ITA2,2000-09-24,Pistoiese,Cittadella,0,1,-1,L
61539,0,ITA2,2000-09-24,Ternana,Empoli,2,0,2,W
61540,0,ITA2,2000-09-25,Genoa,Ravenna,1,1,0,D
61541,0,ITA2,2000-09-26,Salernitana,Cagliari,2,1,1,W
61542,0,ITA2,2000-09-27,Ancona 1905,Sampdoria,0,0,0,D
61543,0,ITA2,2000-09-27,Piacenza,Siena,2,3,-1,L
61544,0,ITA2,2000-09-27,Treviso,Torino,1,1,0,D
61545,0,ITA2,2000-09-27,Venezia,Cosenza,2,2,0,D
61546,0,ITA2,2000-10-01,Ancona 1905,Venezia,0,0,0,D
61547,0,ITA2,2000-10-01,Cagliari,Chievo Verona,1,1,0,D
61548,0,ITA2,2000-10-01,Cittadella,Pescara,1,1,0,D
61549,0,ITA2,2000-10-01,Cosenza,Monza,1,0,1,W
61550,0,ITA2,2000-10-01,Empoli,Piacenza,1,0,1,W
61551,0,ITA2,2000-10-01,Genoa,Salernitana,1,2,-1,L
61552,0,ITA2,2000-10-01,Ravenna,Pistoiese,1,4,-3,L
61553,0,ITA2,2000-10-01,Siena,Ternana,0,0,0,D
61554,0,ITA2,2000-10-01,Treviso,Crotone,3,2,1,W
61555,0,ITA2,2000-10-02,Torino,Sampdoria,1,0,1,W
61556,0,ITA2,2000-10-06,Piacenza,Cagliari,0,0,0,D
61557,0,ITA2,2000-10-08,Chievo Verona,Cittadella,2,2,0,D
61558,0,ITA2,2000-10-08,Cosenza,Ancona 1905,3,2,1,W
61559,0,ITA2,2000-10-08,Monza,Torino,2,3,-1,L
61560,0,ITA2,2000-10-08,Pescara,Ravenna,1,1,0,D
61561,0,ITA2,2000-10-08,Pistoiese,Treviso,0,1,-1,L
61562,0,ITA2,2000-10-08,Salernitana,Siena,3,0,3,W
61563,0,ITA2,2000-10-08,Sampdoria,Empoli,0,1,-1,L
61564,0,ITA2,2000-10-08,Venezia,Crotone,1,1,0,D
61565,0,ITA2,2000-10-09,Ternana,Genoa,1,0,1,W
61566,0,ITA2,2000-10-20,Siena,Pescara,0,0,0,D
61567,0,ITA2,2000-10-22,Ancona 1905,Pistoiese,2,1,1,W
61568,0,ITA2,2000-10-22,Cagliari,Monza,2,1,1,W
61569,0,ITA2,2000-10-22,Cittadella,Sampdoria,2,2,0,D
61570,0,ITA2,2000-10-22,Crotone,Piacenza,2,0,2,W
61571,0,ITA2,2000-10-22,Empoli,Cosenza,0,1,-1,L
61572,0,ITA2,2000-10-22,Genoa,Venezia,1,1,0,D
61573,0,ITA2,2000-10-22,Ravenna,Chievo Verona,0,0,0,D
61574,0,ITA2,2000-10-22,Torino,Ternana,1,1,0,D
