,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL
207612,4,BRA1,2004-04-21,Figueirense,Internacional,1,0,1,W
207613,4,BRA1,2004-04-21,Botafogo Rio de Janeiro,Goias Esporte Clube,1,4,-3,L
207614,4,BRA1,2004-04-21,Sao Caetano,Esporte Clube Vitoria BA,1,0,1,W
207615,4,BRA1,2004-04-21,Cruzeiro Esporte Clube,Esporte Clube Juventude,2,1,1,W
207616,4,BRA1,2004-04-21,Sociedade Esportiva Palmeiras,Atletico Mineiro,0,0,0,D
207617,4,BRA1,2004-04-22,Gremio Porto Alegre,Flamengo Rio de Janeiro,0,0,0,D
207618,4,BRA1,2004-04-22,Ponte Preta,Corinthians Paulista,3,2,1,W
207619,4,BRA1,2004-04-22,Parana Clube,Santos FC,3,2,1,W
207620,4,BRA1,2004-04-23,Vasco da Gama,Criciuma Esporte Clube,0,1,-1,L
207621,4,BRA1,2004-04-23,Paysandu SC,Fluminense Rio de Janeiro,3,3,0,D
207622,4,BRA1,2004-04-23,Sao Paulo FC,Atletico Paranaense,1,0,1,W
207623,4,BRA1,2004-04-23,Coritiba FC,Guarani FC,1,0,1,W
207624,4,BRA1,2004-04-24,Flamengo Rio de Janeiro,Ponte Preta,0,0,0,D
207625,4,BRA1,2004-04-24,Goias Esporte Clube,Cruzeiro Esporte Clube,2,2,0,D
207626,4,BRA1,2004-04-24,Esporte Clube Juventude,Gremio Porto Alegre,1,1,0,D
207627,4,BRA1,2004-04-25,Internacional,Sociedade Esportiva Palmeiras,1,0,1,W
207628,4,BRA1,2004-04-25,Fluminense Rio de Janeiro,Coritiba FC,1,1,0,D
207629,4,BRA1,2004-04-25,Guarani FC,Sao Caetano,1,1,0,D
207630,4,BRA1,2004-04-25,Atletico Mineiro,Vasco da Gama,1,1,0,D
207631,4,BRA1,2004-04-25,Atletico Paranaense,Figueirense,0,3,-3,L
207632,4,BRA1,2004-04-25,Corinthians Paulista,Paysandu SC,2,1,1,W
207633,4,BRA1,2004-04-25,Esporte Clube Vitoria BA,Parana Clube,6,1,5,W
207634,4,BRA1,2004-04-25,Criciuma Esporte Clube,Sao Paulo FC,1,1,0,D
207635,4,BRA1,2004-04-25,Santos FC,Botafogo Rio de Janeiro,2,0,2,W
207636,4,BRA1,2004-04-29,Botafogo Rio de Janeiro,Atletico Mineiro,2,2,0,D
207637,4,BRA1,2004-04-29,Paysandu SC,Atletico Paranaense,0,3,-3,L
207638,4,BRA1,2004-04-29,Ponte Preta,Goias Esporte Clube,2,0,2,W
207639,4,BRA1,2004-04-29,Cruzeiro Esporte Clube,Criciuma Esporte Clube,2,2,0,D
207640,4,BRA1,2004-04-29,Coritiba FC,Internacional,1,1,0,D
207641,4,BRA1,2004-04-29,Figueirense,Santos FC,2,1,1,W
207642,4,BRA1,2004-04-29,Gremio Porto Alegre,Corinthians Paulista,4,0,4,W
