,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL
87523,0,SCO3,2000-08-05,Arbroath,Partick Thistle,1,1,0,D
87524,0,SCO3,2000-08-05,Queens Park,Berwick Rangers,1,0,1,W
87525,0,SCO3,2000-08-05,Stenhousemuir,Queen of the South,4,3,1,W
87526,0,SCO3,2000-08-05,Stirling Albion,Clydebank,2,2,0,D
87527,0,SCO3,2000-08-05,Stranraer,Forfar Athletic,2,0,2,W
87528,0,SCO3,2000-08-12,Berwick Rangers,Arbroath,2,1,1,W
87529,0,SCO3,2000-08-12,Clydebank,Stenhousemuir,1,0,1,W
87530,0,SCO3,2000-08-12,Forfar Athletic,Queens Park,0,1,-1,L
87531,0,SCO3,2000-08-12,Partick Thistle,Stranraer,2,1,1,W
87532,0,SCO3,2000-08-12,Queen of the South,Stirling Albion,0,0,0,D
87533,0,SCO3,2000-08-19,Arbroath,Clydebank,1,0,1,W
87534,0,SCO3,2000-08-19,Queens Park,Queen of the South,1,0,1,W
87535,0,SCO3,2000-08-19,Stenhousemuir,Partick Thistle,4,0,4,W
87536,0,SCO3,2000-08-19,Stirling Albion,Forfar Athletic,3,3,0,D
87537,0,SCO3,2000-08-19,Stranraer,Berwick Rangers,2,2,0,D
87538,0,SCO3,2000-08-26,Clydebank,Queen of the South,1,2,-1,L
87539,0,SCO3,2000-08-26,Forfar Athletic,Stenhousemuir,2,2,0,D
87540,0,SCO3,2000-08-26,Partick Thistle,Berwick Rangers,1,1,0,D
87541,0,SCO3,2000-08-26,Stirling Albion,Queens Park,0,1,-1,L
87542,0,SCO3,2000-08-26,Stranraer,Arbroath,2,1,1,W
87543,0,SCO3,2000-09-09,Arbroath,Forfar Athletic,3,4,-1,L
87544,0,SCO3,2000-09-09,Berwick Rangers,Clydebank,3,1,2,W
87545,0,SCO3,2000-09-09,Queen of the South,Stranraer,1,4,-3,L
87546,0,SCO3,2000-09-09,Queens Park,Partick Thistle,0,1,-1,L
87547,0,SCO3,2000-09-09,Stenhousemuir,Stirling Albion,0,2,-2,L
87548,0,SCO3,2000-09-16,Arbroath,Stenhousemuir,3,0,3,W
87549,0,SCO3,2000-09-16,Berwick Rangers,Queen of the South,0,4,-4,L
87550,0,SCO3,2000-09-16,Forfar Athletic,Clydebank,0,2,-2,L
87551,0,SCO3,2000-09-16,Partick Thistle,Stirling Albion,3,1,2,W
87552,0,SCO3,2000-09-16,Stranraer,Queens Park,3,0,3,W
87553,0,SCO3,2000-09-23,Clydebank,Partick Thistle,2,1,1,W
87554,0,SCO3,2000-09-23,Queen of the South,Forfar Athletic,0,1,-1,L
87555,0,SCO3,2000-09-23,Queens Park,Arbroath,0,0,0,D
87556,0,SCO3,2000-09-23,Stenhousemuir,Berwick Rangers,2,0,2,W
87557,0,SCO3,2000-09-23,Stirling Albion,Stranraer,2,0,2,W
87558,0,SCO3,2000-09-30,Arbroath,Queen of the South,2,0,2,W
87559,0,SCO3,2000-09-30,Berwick Rangers,Stirling Albion,2,2,0,D
87560,0,SCO3,2000-09-30,Partick Thistle,Forfar Athletic,1,1,0,D
87561,0,SCO3,2000-09-30,Queens Park,Stenhousemuir,2,0,2,W
87562,0,SCO3,2000-09-30,Stranraer,Clydebank,0,2,-2,L
87563,0,SCO3,2000-10-07,Clydebank,Queens Park,2,0,2,W
87564,0,SCO3,2000-10-07,Forfar Athletic,Berwick Rangers,3,5,-2,L
87565,0,SCO3,2000-10-07,Queen of the South,Partick Thistle,1,2,-1,L
87566,0,SCO3,2000-10-07,Stenhousemuir,Stranraer,1,2,-1,L
87567,0,SCO3,2000-10-07,Stirling Albion,Arbroath,0,0,0,D
87568,0,SCO3,2000-10-14,Berwick Rangers,Queens Park,1,1,0,D
87569,0,SCO3,2000-10-14,Clydebank,Stirling Albion,3,0,3,W
87570,0,SCO3,2000-10-14,Forfar Athletic,Stranraer,0,0,0,D
87571,0,SCO3,2000-10-14,Partick Thistle,Arbroath,1,1,0,D
87572,0,SCO3,2000-10-14,Queen of the South,Stenhousemuir,4,2,2,W
87573,0,SCO3,2000-10-21,Arbroath,Berwick Rangers,0,2,-2,L
87574,0,SCO3,2000-10-21,Queens Park,Forfar Athletic,0,0,0,D
87575,0,SCO3,2000-10-21,Stenhousemuir,Clydebank,2,1,1,W
87576,0,SCO3,2000-10-21,Stirling Albion,Queen of the South,0,1,-1,L
87577,0,SCO3,2000-10-21,Stranraer,Partick Thistle,0,3,-3,L
87578,0,SCO3,2000-10-28,Arbroath,Stranraer,1,1,0,D
87579,0,SCO3,2000-10-28,Berwick Rangers,Partick Thistle,1,2,-1,L
87580,0,SCO3,2000-10-28,Queen of the South,Clydebank,1,1,0,D
87581,0,SCO3,2000-10-28,Queens Park,Stirling Albion,3,0,3,W
87582,0,SCO3,2000-10-28,Stenhousemuir,Forfar Athletic,2,0,2,W
87583,0,SCO3,2000-11-04,Clydebank,Berwick Rangers,0,1,-1,L
87584,0,SCO3,2000-11-04,Forfar Athletic,Arbroath,0,1,-1,L
87585,0,SCO3,2000-11-04,Partick Thistle,Queens Park,2,1,1,W
87586,0,SCO3,2000-11-04,Stirling Albion,Stenhousemuir,2,3,-1,L
87587,0,SCO3,2000-11-04,Stranraer,Queen of the South,3,2,1,W
87588,0,SCO3,2000-11-11,Arbroath,Queens Park,2,2,0,D
87589,0,SCO3,2000-11-11,Berwick Rangers,Stenhousemuir,4,1,3,W
