,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL
279422,9,FRA3,2009-08-07,Hyeres FC,Stade de Reims,3,1,2,W
279423,9,FRA3,2009-08-07,US Luzenac,AS Moulins,3,0,3,W
279424,9,FRA3,2009-08-07,Aviron Bayonnais,St Raphael FC,0,0,0,D
279425,9,FRA3,2009-08-07,FC Gueugnon,Paris FC,2,0,2,W
279426,9,FRA3,2009-08-07,Amiens SC,FC Rouen,0,0,0,D
279427,9,FRA3,2009-08-07,Rodez AF,AS Cannes,2,0,2,W
279428,9,FRA3,2009-08-07,Pacy Vallee,AS Beauvais,1,1,0,D
279429,9,FRA3,2009-08-07,ESTAC Troyes,Louhans-Cuiseaux,2,0,2,W
279430,9,FRA3,2009-08-07,Evian Thonon Gaillard,Cassis-Carnoux,1,0,1,W
279431,9,FRA3,2009-08-07,US Creteil,Stade Plabennec,0,0,0,D
279432,9,FRA3,2009-08-11,US Luzenac,Pacy Vallee,2,1,1,W
279433,9,FRA3,2009-08-11,AS Cannes,Amiens SC,2,2,0,D
279434,9,FRA3,2009-08-11,AS Moulins,St Raphael FC,1,2,-1,L
279435,9,FRA3,2009-08-11,AS Beauvais,Hyeres FC,2,1,1,W
279436,9,FRA3,2009-08-11,Louhans-Cuiseaux,Evian Thonon Gaillard,0,2,-2,L
279437,9,FRA3,2009-08-11,FC Rouen,Aviron Bayonnais,4,0,4,W
279438,9,FRA3,2009-08-11,Paris FC,ESTAC Troyes,2,2,0,D
279439,9,FRA3,2009-08-11,Cassis-Carnoux,Rodez AF,0,0,0,D
279440,9,FRA3,2009-08-11,Stade de Reims,US Creteil,1,2,-1,L
279441,9,FRA3,2009-08-11,Stade Plabennec,FC Gueugnon,2,1,1,W
279442,9,FRA3,2009-08-14,FC Gueugnon,Stade de Reims,0,2,-2,L
279443,9,FRA3,2009-08-14,Evian Thonon Gaillard,Paris FC,0,1,-1,L
279444,9,FRA3,2009-08-14,US Creteil,AS Beauvais,3,0,3,W
279445,9,FRA3,2009-08-15,Pacy Vallee,AS Moulins,3,0,3,W
279446,9,FRA3,2009-08-15,Aviron Bayonnais,AS Cannes,0,1,-1,L
279447,9,FRA3,2009-08-15,Hyeres FC,US Luzenac,0,2,-2,L
279448,9,FRA3,2009-08-15,ESTAC Troyes,Stade Plabennec,5,0,5,W
279449,9,FRA3,2009-08-15,Amiens SC,Cassis-Carnoux,1,0,1,W
279450,9,FRA3,2009-08-15,Rodez AF,Louhans-Cuiseaux,2,1,1,W
279451,9,FRA3,2009-08-15,St Raphael FC,FC Rouen,2,0,2,W
279452,9,FRA3,2009-08-21,AS Beauvais,FC Gueugnon,2,1,1,W
279453,9,FRA3,2009-08-21,Stade de Reims,ESTAC Troyes,1,0,1,W
279454,9,FRA3,2009-08-21,Paris FC,Rodez AF,4,2,2,W
279455,9,FRA3,2009-08-22,US Luzenac,US Creteil,4,1,3,W
279456,9,FRA3,2009-08-22,Pacy Vallee,Hyeres FC,0,0,0,D
279457,9,FRA3,2009-08-22,Cassis-Carnoux,Aviron Bayonnais,1,1,0,D
279458,9,FRA3,2009-08-22,Stade Plabennec,Evian Thonon Gaillard,0,1,-1,L
279459,9,FRA3,2009-08-22,AS Moulins,FC Rouen,2,2,0,D
279460,9,FRA3,2009-08-22,AS Cannes,St Raphael FC,1,1,0,D
279461,9,FRA3,2009-08-22,Louhans-Cuiseaux,Amiens SC,0,0,0,D
279462,9,FRA3,2009-08-28,Amiens SC,Paris FC,2,1,1,W
279463,9,FRA3,2009-08-28,Hyeres FC,AS Moulins,2,0,2,W
279464,9,FRA3,2009-08-28,US Creteil,Pacy Vallee,4,1,3,W
279465,9,FRA3,2009-08-28,Evian Thonon Gaillard,Stade de Reims,2,1,1,W
279466,9,FRA3,2009-08-28,FC Rouen,AS Cannes,1,1,0,D
279467,9,FRA3,2009-08-29,Aviron Bayonnais,Louhans-Cuiseaux,3,0,3,W
279468,9,FRA3,2009-08-29,FC Gueugnon,US Luzenac,2,0,2,W
279469,9,FRA3,2009-08-29,St Raphael FC,Cassis-Carnoux,2,1,1,W
279470,9,FRA3,2009-08-29,ESTAC Troyes,AS Beauvais,4,0,4,W
279471,9,FRA3,2009-08-29,Rodez AF,Stade Plabennec,3,1,2,W
279472,9,FRA3,2009-09-04,US Luzenac,ESTAC Troyes,1,1,0,D
279473,9,FRA3,2009-09-04,AS Moulins,AS Cannes,0,1,-1,L
279474,9,FRA3,2009-09-04,Hyeres FC,US Creteil,0,4,-4,L
279475,9,FRA3,2009-09-04,Stade de Reims,Rodez AF,3,0,3,W
279476,9,FRA3,2009-09-04,Louhans-Cuiseaux,St Raphael FC,2,2,0,D
279477,9,FRA3,2009-09-04,Cassis-Carnoux,FC Rouen,4,0,4,W
279478,9,FRA3,2009-09-04,Stade Plabennec,Amiens SC,0,3,-3,L
279479,9,FRA3,2009-09-04,Pacy Vallee,FC Gueugnon,1,0,1,W
279480,9,FRA3,2009-09-04,AS Beauvais,Evian Thonon Gaillard,1,4,-3,L
279481,9,FRA3,2009-09-04,Paris FC,Aviron Bayonnais,2,0,2,W
279482,9,FRA3,2009-09-08,AS Cannes,Cassis-Carnoux,1,0,1,W
279483,9,FRA3,2009-09-08,Aviron Bayonnais,Stade Plabennec,2,1,1,W
279484,9,FRA3,2009-09-08,Rodez AF,AS Beauvais,2,1,1,W
279485,9,FRA3,2009-09-08,Amiens SC,Stade de Reims,0,1,-1,L
279486,9,FRA3,2009-09-08,US Creteil,AS Moulins,3,1,2,W
279487,9,FRA3,2009-09-08,FC Rouen,Louhans-Cuiseaux,7,0,7,W
279488,9,FRA3,2009-09-08,Evian Thonon Gaillard,US Luzenac,2,0,2,W
279489,9,FRA3,2009-09-08,St Raphael FC,Paris FC,3,0,3,W
279490,9,FRA3,2009-09-08,ESTAC Troyes,Pacy Vallee,2,0,2,W
279491,9,FRA3,2009-09-11,US Creteil,FC Gueugnon,1,0,1,W
279492,9,FRA3,2009-09-12,Hyeres FC,ESTAC Troyes,2,3,-1,L
279493,9,FRA3,2009-09-12,US Luzenac,Rodez AF,2,1,1,W
279494,9,FRA3,2009-09-12,Paris FC,FC Rouen,2,1,1,W
279495,9,FRA3,2009-09-12,Pacy Vallee,Evian Thonon Gaillard,1,1,0,D
279496,9,FRA3,2009-09-12,Stade Plabennec,St Raphael FC,1,0,1,W
279497,9,FRA3,2009-09-12,AS Moulins,Cassis-Carnoux,1,1,0,D
279498,9,FRA3,2009-09-12,AS Beauvais,Amiens SC,4,1,3,W
279499,9,FRA3,2009-09-12,Stade de Reims,Aviron Bayonnais,1,0,1,W
279500,9,FRA3,2009-09-12,Louhans-Cuiseaux,AS Cannes,0,0,0,D
279501,9,FRA3,2009-09-15,FC Gueugnon,Hyeres FC,2,0,2,W
279502,9,FRA3,2009-09-18,AS Cannes,Paris FC,2,1,1,W
279503,9,FRA3,2009-09-18,ESTAC Troyes,US Creteil,2,1,1,W
279504,9,FRA3,2009-09-19,Rodez AF,Pacy Vallee,1,1,0,D
279505,9,FRA3,2009-09-19,Evian Thonon Gaillard,Hyeres FC,4,1,3,W
279506,9,FRA3,2009-09-19,Cassis-Carnoux,Louhans-Cuiseaux,2,0,2,W
279507,9,FRA3,2009-09-19,FC Gueugnon,AS Moulins,0,1,-1,L
279508,9,FRA3,2009-09-19,Amiens SC,US Luzenac,2,2,0,D
279509,9,FRA3,2009-09-19,FC Rouen,Stade Plabennec,0,0,0,D
279510,9,FRA3,2009-09-25,AS Beauvais,St Raphael FC,1,1,0,D
279511,9,FRA3,2009-09-25,Paris FC,Cassis-Carnoux,2,3,-1,L
279512,9,FRA3,2009-09-25,FC Gueugnon,ESTAC Troyes,1,2,-1,L
279513,9,FRA3,2009-09-25,Stade de Reims,FC Rouen,1,1,0,D
279514,9,FRA3,2009-09-26,Hyeres FC,Rodez AF,1,1,0,D
279515,9,FRA3,2009-09-26,US Luzenac,Aviron Bayonnais,0,1,-1,L
279516,9,FRA3,2009-09-26,US Creteil,Evian Thonon Gaillard,0,1,-1,L
279517,9,FRA3,2009-09-26,Pacy Vallee,Amiens SC,6,0,6,W
279518,9,FRA3,2009-09-26,Stade Plabennec,AS Cannes,1,1,0,D
279519,9,FRA3,2009-09-26,AS Moulins,Louhans-Cuiseaux,0,2,-2,L
279520,9,FRA3,2009-10-02,AS Cannes,Stade de Reims,0,0,0,D
279521,9,FRA3,2009-10-02,ESTAC Troyes,AS Moulins,2,0,2,W
279522,9,FRA3,2009-10-02,Amiens SC,Hyeres FC,3,0,3,W
279523,9,FRA3,2009-10-02,Evian Thonon Gaillard,FC Gueugnon,3,1,2,W
279524,9,FRA3,2009-10-02,FC Rouen,AS Beauvais,1,1,0,D
279525,9,FRA3,2009-10-03,Cassis-Carnoux,Stade Plabennec,1,1,0,D
279526,9,FRA3,2009-10-03,St Raphael FC,US Luzenac,3,0,3,W
279527,9,FRA3,2009-10-03,Aviron Bayonnais,Pacy Vallee,1,1,0,D
279528,9,FRA3,2009-10-03,Rodez AF,US Creteil,0,1,-1,L
279529,9,FRA3,2009-10-03,Louhans-Cuiseaux,Paris FC,0,0,0,D
